image_path,label,augmentation
original/Airport/071.jpg,Airport,original
original/Airport/647.jpg,Airport,original
original/Airport/729.jpg,Airport,original
original/Airport/284.jpg,Airport,original
original/Airport/739.jpg,Airport,original
original/Airport/177.jpg,Airport,original
original/Airport/089.jpg,Airport,original
original/Airport/415.jpg,Airport,original
original/Airport/422.jpg,Airport,original
original/Airport/356.jpg,Airport,original
original/Airport/134.jpg,Airport,original
original/Airport/659.jpg,Airport,original
original/Airport/667.jpg,Airport,original
original/Airport/550.jpg,Airport,original
original/Airport/457.jpg,Airport,original
original/Airport/687.jpg,Airport,original
original/Airport/213.jpg,Airport,original
original/Airport/749.jpg,Airport,original
original/Airport/756.jpg,Airport,original
original/Airport/569.jpg,Airport,original
original/Airport/437.jpg,Airport,original
original/Airport/554.jpg,Airport,original
original/Airport/776.jpg,Airport,original
original/Airport/074.jpg,Airport,original
original/Airport/791.jpg,Airport,original
original/Airport/034.jpg,Airport,original
original/Airport/459.jpg,Airport,original
original/Airport/732.jpg,Airport,original
original/Airport/536.jpg,Airport,original
original/Airport/595.jpg,Airport,original
original/Airport/501.jpg,Airport,original
original/Airport/698.jpg,Airport,original
original/Airport/040.jpg,Airport,original
original/Airport/604.jpg,Airport,original
original/Airport/373.jpg,Airport,original
original/Airport/054.jpg,Airport,original
original/Airport/182.jpg,Airport,original
original/Airport/032.jpg,Airport,original
original/Airport/004.jpg,Airport,original
original/Airport/155.jpg,Airport,original
original/Airport/226.jpg,Airport,original
original/Airport/326.jpg,Airport,original
original/Airport/683.jpg,Airport,original
original/Airport/610.jpg,Airport,original
original/Airport/769.jpg,Airport,original
original/Airport/115.jpg,Airport,original
original/Airport/347.jpg,Airport,original
original/Airport/277.jpg,Airport,original
original/Airport/546.jpg,Airport,original
original/Airport/236.jpg,Airport,original
original/Airport/047.jpg,Airport,original
original/Airport/653.jpg,Airport,original
original/Airport/716.jpg,Airport,original
original/Airport/339.jpg,Airport,original
original/Airport/327.jpg,Airport,original
original/Airport/333.jpg,Airport,original
original/Airport/654.jpg,Airport,original
original/Airport/587.jpg,Airport,original
original/Airport/291.jpg,Airport,original
original/Airport/051.jpg,Airport,original
original/Airport/571.jpg,Airport,original
original/Airport/664.jpg,Airport,original
original/Airport/708.jpg,Airport,original
original/Airport/507.jpg,Airport,original
original/Airport/753.jpg,Airport,original
original/Airport/227.jpg,Airport,original
original/Airport/718.jpg,Airport,original
original/Airport/036.jpg,Airport,original
original/Airport/186.jpg,Airport,original
original/Airport/531.jpg,Airport,original
original/Airport/005.jpg,Airport,original
original/Airport/038.jpg,Airport,original
original/Airport/674.jpg,Airport,original
original/Airport/712.jpg,Airport,original
original/Airport/381.jpg,Airport,original
original/Airport/370.jpg,Airport,original
original/Airport/645.jpg,Airport,original
original/Airport/609.jpg,Airport,original
original/Airport/124.jpg,Airport,original
original/Airport/575.jpg,Airport,original
original/Airport/436.jpg,Airport,original
original/Airport/728.jpg,Airport,original
original/Airport/329.jpg,Airport,original
original/Airport/200.jpg,Airport,original
original/Airport/693.jpg,Airport,original
original/Airport/425.jpg,Airport,original
original/Airport/194.jpg,Airport,original
original/Airport/496.jpg,Airport,original
original/Airport/077.jpg,Airport,original
original/Airport/167.jpg,Airport,original
original/Airport/028.jpg,Airport,original
original/Airport/091.jpg,Airport,original
original/Airport/421.jpg,Airport,original
original/Airport/629.jpg,Airport,original
original/Airport/781.jpg,Airport,original
original/Airport/759.jpg,Airport,original
original/Airport/443.jpg,Airport,original
original/Airport/515.jpg,Airport,original
original/Airport/185.jpg,Airport,original
original/Airport/168.jpg,Airport,original
original/Airport/372.jpg,Airport,original
original/Airport/189.jpg,Airport,original
original/Airport/774.jpg,Airport,original
original/Airport/512.jpg,Airport,original
original/Airport/309.jpg,Airport,original
original/Airport/482.jpg,Airport,original
original/Airport/461.jpg,Airport,original
original/Airport/780.jpg,Airport,original
original/Airport/420.jpg,Airport,original
original/Airport/797.jpg,Airport,original
original/Airport/092.jpg,Airport,original
original/Airport/288.jpg,Airport,original
original/Airport/725.jpg,Airport,original
original/Airport/584.jpg,Airport,original
original/Airport/205.jpg,Airport,original
original/Airport/789.jpg,Airport,original
original/Airport/627.jpg,Airport,original
original/Airport/557.jpg,Airport,original
original/Airport/734.jpg,Airport,original
original/Airport/416.jpg,Airport,original
original/Airport/223.jpg,Airport,original
original/Airport/719.jpg,Airport,original
original/Airport/233.jpg,Airport,original
original/Airport/779.jpg,Airport,original
original/Airport/332.jpg,Airport,original
original/Airport/704.jpg,Airport,original
original/Airport/526.jpg,Airport,original
original/Airport/612.jpg,Airport,original
original/Airport/049.jpg,Airport,original
original/Airport/246.jpg,Airport,original
original/Airport/527.jpg,Airport,original
original/Airport/193.jpg,Airport,original
original/Airport/490.jpg,Airport,original
original/Airport/551.jpg,Airport,original
original/Airport/379.jpg,Airport,original
original/Airport/492.jpg,Airport,original
original/Airport/500.jpg,Airport,original
original/Airport/460.jpg,Airport,original
original/Airport/442.jpg,Airport,original
original/Airport/266.jpg,Airport,original
original/Airport/730.jpg,Airport,original
original/Airport/133.jpg,Airport,original
original/Airport/429.jpg,Airport,original
original/Airport/465.jpg,Airport,original
original/Airport/517.jpg,Airport,original
original/Airport/476.jpg,Airport,original
original/Airport/624.jpg,Airport,original
original/Airport/784.jpg,Airport,original
original/Airport/414.jpg,Airport,original
original/Airport/424.jpg,Airport,original
original/Airport/630.jpg,Airport,original
original/Airport/212.jpg,Airport,original
original/Airport/540.jpg,Airport,original
original/Airport/564.jpg,Airport,original
original/Airport/720.jpg,Airport,original
original/Airport/616.jpg,Airport,original
original/Airport/555.jpg,Airport,original
original/Airport/354.jpg,Airport,original
original/Airport/352.jpg,Airport,original
original/Airport/297.jpg,Airport,original
original/Airport/742.jpg,Airport,original
original/Airport/727.jpg,Airport,original
original/Airport/364.jpg,Airport,original
original/Airport/279.jpg,Airport,original
original/Airport/539.jpg,Airport,original
original/Airport/218.jpg,Airport,original
original/Airport/760.jpg,Airport,original
original/Airport/658.jpg,Airport,original
original/Airport/634.jpg,Airport,original
original/Airport/692.jpg,Airport,original
original/Airport/464.jpg,Airport,original
original/Airport/677.jpg,Airport,original
original/Airport/301.jpg,Airport,original
original/Airport/588.jpg,Airport,original
original/Airport/052.jpg,Airport,original
original/Airport/075.jpg,Airport,original
original/Airport/462.jpg,Airport,original
original/Airport/545.jpg,Airport,original
original/Airport/532.jpg,Airport,original
original/Airport/078.jpg,Airport,original
original/Airport/035.jpg,Airport,original
original/Airport/208.jpg,Airport,original
original/Airport/216.jpg,Airport,original
original/Airport/617.jpg,Airport,original
original/Airport/100.jpg,Airport,original
original/Airport/502.jpg,Airport,original
original/Airport/322.jpg,Airport,original
original/Airport/672.jpg,Airport,original
original/Airport/486.jpg,Airport,original
original/Airport/583.jpg,Airport,original
original/Airport/232.jpg,Airport,original
original/Airport/491.jpg,Airport,original
original/Airport/538.jpg,Airport,original
original/Airport/101.jpg,Airport,original
original/Airport/611.jpg,Airport,original
original/Airport/795.jpg,Airport,original
original/Airport/192.jpg,Airport,original
original/Airport/237.jpg,Airport,original
original/Airport/202.jpg,Airport,original
original/Airport/745.jpg,Airport,original
original/Airport/713.jpg,Airport,original
original/Airport/011.jpg,Airport,original
original/Airport/375.jpg,Airport,original
original/Airport/337.jpg,Airport,original
original/Airport/590.jpg,Airport,original
original/Airport/767.jpg,Airport,original
original/Airport/018.jpg,Airport,original
original/Airport/055.jpg,Airport,original
original/Airport/529.jpg,Airport,original
original/Airport/064.jpg,Airport,original
original/Airport/580.jpg,Airport,original
original/Airport/368.jpg,Airport,original
original/Airport/561.jpg,Airport,original
original/Airport/631.jpg,Airport,original
original/Airport/735.jpg,Airport,original
original/Airport/017.jpg,Airport,original
original/Airport/031.jpg,Airport,original
original/Airport/560.jpg,Airport,original
original/Airport/387.jpg,Airport,original
original/Airport/338.jpg,Airport,original
original/Airport/799.jpg,Airport,original
original/Airport/037.jpg,Airport,original
original/Airport/706.jpg,Airport,original
original/Airport/111.jpg,Airport,original
original/Airport/180.jpg,Airport,original
original/Airport/311.jpg,Airport,original
original/Airport/324.jpg,Airport,original
original/Airport/048.jpg,Airport,original
original/Airport/369.jpg,Airport,original
original/Airport/086.jpg,Airport,original
original/Airport/764.jpg,Airport,original
original/Airport/243.jpg,Airport,original
original/Airport/577.jpg,Airport,original
original/Airport/209.jpg,Airport,original
original/Airport/702.jpg,Airport,original
original/Airport/568.jpg,Airport,original
original/Airport/079.jpg,Airport,original
original/Airport/578.jpg,Airport,original
original/Airport/419.jpg,Airport,original
original/Airport/214.jpg,Airport,original
original/Airport/741.jpg,Airport,original
original/Airport/455.jpg,Airport,original
original/Airport/543.jpg,Airport,original
original/Airport/726.jpg,Airport,original
original/Airport/027.jpg,Airport,original
original/Airport/524.jpg,Airport,original
original/Airport/179.jpg,Airport,original
original/Airport/059.jpg,Airport,original
original/Airport/472.jpg,Airport,original
original/Airport/175.jpg,Airport,original
original/Airport/076.jpg,Airport,original
original/Airport/505.jpg,Airport,original
original/Airport/292.jpg,Airport,original
original/Airport/120.jpg,Airport,original
original/Airport/408.jpg,Airport,original
original/Airport/676.jpg,Airport,original
original/Airport/176.jpg,Airport,original
original/Airport/307.jpg,Airport,original
original/Airport/148.jpg,Airport,original
original/Airport/166.jpg,Airport,original
original/Airport/083.jpg,Airport,original
original/Airport/553.jpg,Airport,original
original/Airport/703.jpg,Airport,original
original/Airport/129.jpg,Airport,original
original/Airport/261.jpg,Airport,original
original/Airport/458.jpg,Airport,original
original/Airport/534.jpg,Airport,original
original/Airport/649.jpg,Airport,original
original/Airport/360.jpg,Airport,original
original/Airport/221.jpg,Airport,original
original/Airport/740.jpg,Airport,original
original/Airport/130.jpg,Airport,original
original/Airport/514.jpg,Airport,original
original/Airport/350.jpg,Airport,original
original/Airport/466.jpg,Airport,original
original/Airport/519.jpg,Airport,original
original/Airport/392.jpg,Airport,original
original/Airport/069.jpg,Airport,original
original/Airport/752.jpg,Airport,original
original/Airport/282.jpg,Airport,original
original/Airport/249.jpg,Airport,original
original/Airport/022.jpg,Airport,original
original/Airport/786.jpg,Airport,original
original/Airport/219.jpg,Airport,original
original/Airport/594.jpg,Airport,original
original/Airport/697.jpg,Airport,original
original/Airport/522.jpg,Airport,original
original/Airport/306.jpg,Airport,original
original/Airport/565.jpg,Airport,original
original/Airport/643.jpg,Airport,original
original/Airport/014.jpg,Airport,original
original/Airport/067.jpg,Airport,original
original/Airport/660.jpg,Airport,original
original/Airport/642.jpg,Airport,original
original/Airport/060.jpg,Airport,original
original/Airport/761.jpg,Airport,original
original/Airport/103.jpg,Airport,original
original/Airport/141.jpg,Airport,original
original/Airport/440.jpg,Airport,original
original/Airport/081.jpg,Airport,original
original/Airport/374.jpg,Airport,original
original/Airport/320.jpg,Airport,original
original/Airport/116.jpg,Airport,original
original/Airport/343.jpg,Airport,original
original/Airport/622.jpg,Airport,original
original/Airport/498.jpg,Airport,original
original/Airport/238.jpg,Airport,original
original/Airport/021.jpg,Airport,original
original/Airport/709.jpg,Airport,original
original/Airport/705.jpg,Airport,original
original/Airport/328.jpg,Airport,original
original/Airport/714.jpg,Airport,original
original/Airport/386.jpg,Airport,original
original/Airport/033.jpg,Airport,original
original/Airport/607.jpg,Airport,original
original/Airport/002.jpg,Airport,original
original/Airport/682.jpg,Airport,original
original/Airport/234.jpg,Airport,original
original/Airport/254.jpg,Airport,original
original/Airport/744.jpg,Airport,original
original/Airport/345.jpg,Airport,original
original/Airport/449.jpg,Airport,original
original/Airport/010.jpg,Airport,original
original/Airport/668.jpg,Airport,original
original/Airport/229.jpg,Airport,original
original/Airport/224.jpg,Airport,original
original/Airport/788.jpg,Airport,original
original/Airport/346.jpg,Airport,original
original/Airport/344.jpg,Airport,original
original/Airport/566.jpg,Airport,original
original/Airport/303.jpg,Airport,original
original/Airport/041.jpg,Airport,original
original/Airport/107.jpg,Airport,original
original/Airport/454.jpg,Airport,original
original/Airport/082.jpg,Airport,original
original/Airport/066.jpg,Airport,original
original/Airport/480.jpg,Airport,original
original/Airport/117.jpg,Airport,original
original/Airport/673.jpg,Airport,original
original/Airport/481.jpg,Airport,original
original/Airport/384.jpg,Airport,original
original/Airport/108.jpg,Airport,original
original/Airport/778.jpg,Airport,original
original/Airport/695.jpg,Airport,original
original/Airport/581.jpg,Airport,original
original/Airport/126.jpg,Airport,original
original/Airport/470.jpg,Airport,original
original/Airport/143.jpg,Airport,original
original/Airport/150.jpg,Airport,original
original/Airport/793.jpg,Airport,original
original/Airport/152.jpg,Airport,original
original/Airport/275.jpg,Airport,original
original/Airport/747.jpg,Airport,original
original/Airport/171.jpg,Airport,original
original/Airport/009.jpg,Airport,original
original/Airport/042.jpg,Airport,original
original/Airport/159.jpg,Airport,original
original/Airport/203.jpg,Airport,original
original/Airport/065.jpg,Airport,original
original/Airport/700.jpg,Airport,original
original/Airport/621.jpg,Airport,original
original/Airport/181.jpg,Airport,original
original/Airport/315.jpg,Airport,original
original/Airport/094.jpg,Airport,original
original/Airport/701.jpg,Airport,original
original/Airport/679.jpg,Airport,original
original/Airport/598.jpg,Airport,original
original/Airport/342.jpg,Airport,original
original/Airport/558.jpg,Airport,original
original/Airport/140.jpg,Airport,original
original/Airport/063.jpg,Airport,original
original/Airport/783.jpg,Airport,original
original/Airport/644.jpg,Airport,original
original/Airport/053.jpg,Airport,original
original/Airport/401.jpg,Airport,original
original/Airport/623.jpg,Airport,original
original/Airport/684.jpg,Airport,original
original/Airport/241.jpg,Airport,original
original/Airport/267.jpg,Airport,original
original/Airport/206.jpg,Airport,original
original/Airport/286.jpg,Airport,original
original/Airport/608.jpg,Airport,original
original/Airport/102.jpg,Airport,original
original/Airport/362.jpg,Airport,original
original/Airport/754.jpg,Airport,original
original/Airport/656.jpg,Airport,original
original/Airport/463.jpg,Airport,original
original/Airport/495.jpg,Airport,original
original/Airport/293.jpg,Airport,original
original/Airport/335.jpg,Airport,original
original/Airport/782.jpg,Airport,original
original/Airport/488.jpg,Airport,original
original/Airport/160.jpg,Airport,original
original/Airport/723.jpg,Airport,original
original/Grassland/104.jpg,Grassland,original
original/Grassland/210.jpg,Grassland,original
original/Grassland/520.jpg,Grassland,original
original/Grassland/330.jpg,Grassland,original
original/Grassland/269.jpg,Grassland,original
original/Grassland/153.jpg,Grassland,original
original/Grassland/686.jpg,Grassland,original
original/Grassland/008.jpg,Grassland,original
original/Grassland/188.jpg,Grassland,original
original/Grassland/433.jpg,Grassland,original
original/Grassland/228.jpg,Grassland,original
original/Grassland/484.jpg,Grassland,original
original/Grassland/122.jpg,Grassland,original
original/Grassland/637.jpg,Grassland,original
original/Grassland/242.jpg,Grassland,original
original/Grassland/423.jpg,Grassland,original
original/Grassland/072.jpg,Grassland,original
original/Grassland/162.jpg,Grassland,original
original/Grassland/314.jpg,Grassland,original
original/Grassland/758.jpg,Grassland,original
original/Grassland/451.jpg,Grassland,original
original/Grassland/474.jpg,Grassland,original
original/Grassland/696.jpg,Grassland,original
original/Grassland/407.jpg,Grassland,original
original/Grassland/456.jpg,Grassland,original
original/Grassland/572.jpg,Grassland,original
original/Grassland/397.jpg,Grassland,original
original/Grassland/402.jpg,Grassland,original
original/Grassland/195.jpg,Grassland,original
original/Grassland/259.jpg,Grassland,original
original/Grassland/688.jpg,Grassland,original
original/Grassland/669.jpg,Grassland,original
original/Grassland/750.jpg,Grassland,original
original/Grassland/690.jpg,Grassland,original
original/Grassland/743.jpg,Grassland,original
original/Grassland/174.jpg,Grassland,original
original/Grassland/411.jpg,Grassland,original
original/Grassland/477.jpg,Grassland,original
original/Grassland/015.jpg,Grassland,original
original/Grassland/694.jpg,Grassland,original
original/Grassland/260.jpg,Grassland,original
original/Grassland/665.jpg,Grassland,original
original/Grassland/305.jpg,Grassland,original
original/Grassland/576.jpg,Grassland,original
original/Grassland/057.jpg,Grassland,original
original/Grassland/319.jpg,Grassland,original
original/Grassland/586.jpg,Grassland,original
original/Grassland/096.jpg,Grassland,original
original/Grassland/299.jpg,Grassland,original
original/Grassland/244.jpg,Grassland,original
original/Grassland/270.jpg,Grassland,original
original/Grassland/483.jpg,Grassland,original
original/Grassland/737.jpg,Grassland,original
original/Grassland/190.jpg,Grassland,original
original/Grassland/385.jpg,Grassland,original
original/Grassland/378.jpg,Grassland,original
original/Grassland/552.jpg,Grassland,original
original/Grassland/278.jpg,Grassland,original
original/Grassland/680.jpg,Grassland,original
original/Grassland/567.jpg,Grassland,original
original/Grassland/258.jpg,Grassland,original
original/Grassland/762.jpg,Grassland,original
original/Grassland/722.jpg,Grassland,original
original/Grassland/746.jpg,Grassland,original
original/Grassland/281.jpg,Grassland,original
original/Grassland/733.jpg,Grassland,original
original/Grassland/409.jpg,Grassland,original
original/Grassland/264.jpg,Grassland,original
original/Grassland/349.jpg,Grassland,original
original/Grassland/646.jpg,Grassland,original
original/Grassland/755.jpg,Grassland,original
original/Grassland/525.jpg,Grassland,original
original/Grassland/123.jpg,Grassland,original
original/Grassland/070.jpg,Grassland,original
original/Grassland/585.jpg,Grassland,original
original/Grassland/691.jpg,Grassland,original
original/Grassland/222.jpg,Grassland,original
original/Grassland/548.jpg,Grassland,original
original/Grassland/127.jpg,Grassland,original
original/Grassland/639.jpg,Grassland,original
original/Grassland/670.jpg,Grassland,original
original/Grassland/325.jpg,Grassland,original
original/Grassland/262.jpg,Grassland,original
original/Grassland/298.jpg,Grassland,original
original/Grassland/334.jpg,Grassland,original
original/Grassland/570.jpg,Grassland,original
original/Grassland/235.jpg,Grassland,original
original/Grassland/191.jpg,Grassland,original
original/Grassland/736.jpg,Grassland,original
original/Grassland/763.jpg,Grassland,original
original/Grassland/599.jpg,Grassland,original
original/Grassland/773.jpg,Grassland,original
original/Grassland/358.jpg,Grassland,original
original/Grassland/537.jpg,Grassland,original
original/Grassland/438.jpg,Grassland,original
original/Grassland/348.jpg,Grassland,original
original/Grassland/499.jpg,Grassland,original
original/Grassland/355.jpg,Grassland,original
original/Grassland/615.jpg,Grassland,original
original/Grassland/125.jpg,Grassland,original
original/Grassland/098.jpg,Grassland,original
original/Grassland/106.jpg,Grassland,original
original/Grassland/603.jpg,Grassland,original
original/Grassland/689.jpg,Grassland,original
original/Grassland/304.jpg,Grassland,original
original/Grassland/614.jpg,Grassland,original
original/Grassland/156.jpg,Grassland,original
original/Grassland/240.jpg,Grassland,original
original/Grassland/390.jpg,Grassland,original
original/Grassland/787.jpg,Grassland,original
original/Grassland/661.jpg,Grassland,original
original/Grassland/635.jpg,Grassland,original
original/Grassland/087.jpg,Grassland,original
original/Grassland/638.jpg,Grassland,original
original/Grassland/165.jpg,Grassland,original
original/Grassland/469.jpg,Grassland,original
original/Grassland/001.jpg,Grassland,original
original/Grassland/434.jpg,Grassland,original
original/Grassland/399.jpg,Grassland,original
original/Grassland/271.jpg,Grassland,original
original/Grassland/274.jpg,Grassland,original
original/Grassland/400.jpg,Grassland,original
